id,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
7557,0.26,62.7,55.0,4.09,4.12,2.57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7558,0.36,63.4,57.0,4.57,4.55,2.89,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7559,0.33,62.6,58.0,4.36,4.4,2.74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7560,1.02,61.5,60.0,6.5,6.45,3.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7561,1.67,61.5,55.0,7.62,7.67,4.7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7562,0.72,62.9,59.0,5.8,5.63,3.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7563,0.51,63.7,55.0,5.06,5.11,3.24,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7564,0.35,62.1,58.0,4.54,4.51,2.81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7565,0.31,61.2,55.0,4.36,4.4,2.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7566,0.74,62.8,59.0,5.71,5.76,3.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7567,0.34,62.9,55.0,4.45,4.52,2.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7568,0.41,60.3,58.0,4.79,4.83,2.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7569,0.41,62.8,57.0,4.69,4.73,2.96,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7570,1.52,61.6,56.0,7.75,7.73,4.77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7571,2.03,62.1,59.0,8.12,8.06,5.02,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7572,0.34,62.1,55.0,4.47,4.51,2.79,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7573,0.3,61.7,58.0,4.32,4.3,2.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7574,1.22,61.8,58.0,6.84,6.92,4.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7575,1.36,57.5,60.0,7.36,7.31,4.22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7576,0.4,61.8,56.0,4.77,4.74,2.94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7577,0.54,60.5,59.0,5.24,5.28,3.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7578,0.71,62.9,55.0,5.72,5.76,3.61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
7579,0.91,58.0,56.0,6.34,6.41,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7580,0.54,61.3,56.0,5.22,5.26,3.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7581,1.01,60.5,58.0,6.47,6.39,3.89,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7582,0.58,56.7,60.0,5.59,5.53,3.15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7583,1.0,61.6,59.0,6.41,6.34,3.93,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7584,0.81,59.2,57.0,6.15,6.05,3.61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7585,1.0,63.9,59.0,6.27,6.2,3.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7586,0.3,63.8,56.0,4.23,4.26,2.71,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7587,0.4,60.4,59.0,4.75,4.76,2.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7588,0.3,60.9,61.0,4.32,4.35,2.64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7589,1.08,62.5,57.0,6.51,6.54,4.08,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7590,0.5,58.0,62.0,5.21,5.18,3.01,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7591,0.3,60.0,56.0,4.41,4.43,2.65,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7592,0.5,60.5,57.0,5.1,5.14,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7593,0.51,61.9,56.0,5.12,5.16,3.18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7594,1.0,64.7,52.0,6.35,6.3,4.09,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7595,0.56,60.6,59.0,5.36,5.34,3.24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7596,0.38,62.1,57.0,4.67,4.61,2.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7597,0.9,62.6,62.0,6.13,6.04,3.81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7598,1.0,60.3,59.0,6.46,6.41,3.88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7599,1.1,61.9,57.0,6.63,6.57,4.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7600,0.5,62.0,55.0,5.09,5.14,3.17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7601,0.9,61.5,61.0,6.18,6.21,3.81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7602,1.06,62.0,58.0,6.5,6.57,4.05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7603,1.2,64.0,61.0,6.67,6.61,4.25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7604,1.01,63.8,59.0,6.3,6.34,4.03,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7605,1.23,62.0,55.0,6.86,6.89,4.26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7606,1.5,63.5,60.0,7.25,7.21,4.59,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
7607,0.4,62.0,56.0,4.71,4.68,2.91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7608,1.77,60.9,53.0,7.92,7.85,4.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7609,1.15,62.7,56.0,6.73,6.7,4.21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7610,1.26,61.1,57.0,7.0,6.98,4.27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7611,1.12,60.5,59.0,6.79,6.73,4.09,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7612,0.33,62.8,59.0,4.38,4.44,2.77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7613,0.92,59.2,60.0,6.4,6.35,3.76,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7614,1.13,61.1,56.0,6.77,6.71,4.12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7615,0.27,61.6,56.0,4.18,4.2,2.58,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7616,0.9,63.8,56.0,6.17,6.09,3.91,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7617,0.72,60.9,56.0,5.83,5.77,3.53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7618,1.08,62.2,57.0,6.57,6.54,4.08,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7619,0.54,61.2,56.0,5.27,5.28,3.23,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7620,0.74,60.8,59.0,5.83,5.85,3.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7621,0.71,62.2,55.0,5.7,5.75,3.56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7622,0.42,60.6,56.0,4.86,4.88,2.95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7623,0.48,61.1,58.0,5.05,5.11,3.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7624,0.35,61.2,56.0,4.53,4.55,2.78,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7625,0.73,62.0,56.0,5.74,5.78,3.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7626,0.38,61.3,56.0,4.63,4.73,2.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7627,0.54,61.9,55.0,5.24,5.26,3.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7628,0.71,65.1,59.0,5.59,5.56,3.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7629,0.7,58.2,60.0,5.79,5.75,3.36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7630,0.7,62.6,56.0,5.66,5.69,3.55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7631,1.61,61.7,59.0,7.51,7.46,4.62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7632,1.63,61.7,58.0,7.54,7.51,4.64,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7633,0.33,62.4,57.0,4.44,4.41,2.76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7634,0.56,62.3,55.0,5.31,5.25,3.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7635,0.41,61.9,56.0,4.77,4.8,2.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7636,1.1,62.2,55.0,6.66,6.62,4.13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7637,1.02,58.9,58.0,6.51,6.54,3.84,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7638,0.35,62.6,59.0,4.5,4.45,2.8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7639,0.57,62.1,56.0,5.3,5.33,3.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7640,0.57,61.4,56.0,5.34,5.37,3.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7641,1.01,58.9,58.0,6.57,6.54,3.86,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7642,0.3,61.7,54.6,4.3,4.33,2.67,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7643,0.74,66.0,56.0,5.6,5.67,3.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7644,0.37,62.3,56.0,4.56,4.59,2.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7645,0.3,62.3,53.9,4.3,4.32,2.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7646,1.01,61.6,56.0,6.45,6.43,3.97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7647,0.42,61.4,55.0,4.9,4.8,2.98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7648,1.01,63.2,56.0,6.39,6.33,4.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7649,1.01,62.6,60.0,6.37,6.35,3.98,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7650,1.05,62.6,56.0,6.45,6.53,4.06,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7651,1.0,60.7,58.0,6.49,6.52,3.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7652,1.2,61.8,57.7,6.78,6.91,4.23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
7653,1.02,60.3,59.0,6.44,6.5,3.9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7654,0.32,61.6,60.0,4.4,4.37,2.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7655,0.31,61.8,56.0,4.37,4.4,2.71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7656,0.3,61.8,60.0,4.23,4.28,2.63,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7657,0.28,59.8,56.0,4.27,4.29,2.56,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7658,1.73,61.5,60.0,7.75,7.66,4.74,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7659,2.03,59.6,61.0,8.16,8.21,4.88,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7660,0.9,62.6,58.0,6.11,6.15,3.84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7661,0.3,62.9,56.0,4.28,4.24,2.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7662,0.92,63.7,57.0,6.11,6.14,3.9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7663,0.31,62.4,57.0,4.3,4.32,2.69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7664,1.01,62.9,58.0,6.35,6.4,4.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7665,0.55,62.5,57.0,5.19,5.25,3.26,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7666,1.8,62.4,54.0,7.77,7.8,4.86,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7667,0.31,59.4,57.0,4.39,4.43,2.62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7668,1.04,61.2,57.0,6.54,6.6,4.02,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7669,0.55,61.7,55.0,5.35,5.29,3.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7670,0.5,61.8,59.0,5.07,5.03,3.12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7671,0.52,63.2,58.0,5.12,5.1,3.23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7672,1.12,62.1,56.0,6.7,6.65,4.14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7673,1.02,61.8,59.0,6.41,6.46,3.98,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7674,0.52,60.1,58.0,5.23,5.18,3.13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7675,1.57,62.0,56.0,7.5,7.46,4.64,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7676,0.5,62.7,55.0,5.12,5.08,3.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7677,1.37,62.1,55.0,7.13,7.16,4.44,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7678,0.33,61.8,57.0,4.43,4.4,2.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7679,1.11,61.6,55.0,6.66,6.62,4.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7680,0.43,62.3,58.0,4.81,4.75,2.98,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7681,0.34,61.2,57.0,4.5,4.45,2.74,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7682,0.95,60.5,59.0,6.33,6.36,3.84,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7683,0.5,61.9,58.0,5.06,5.09,3.14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7684,1.14,60.8,58.0,6.79,6.74,4.11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7685,1.01,62.0,57.0,6.41,6.37,3.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7686,1.2,61.0,58.0,6.92,6.84,4.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7687,0.66,61.6,55.0,5.63,5.66,3.48,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7688,2.46,62.3,57.0,8.66,8.57,5.37,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7689,0.31,63.9,56.0,4.27,4.31,2.74,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7690,0.42,61.7,55.0,4.78,4.84,2.97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7691,1.01,62.2,56.0,6.35,6.42,3.97,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7692,2.13,62.2,55.0,8.27,8.2,5.12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7693,1.02,62.0,58.0,6.44,6.49,4.01,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7694,1.06,61.4,57.0,6.52,6.55,4.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7695,0.71,61.5,57.0,5.78,5.74,3.54,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7696,0.33,62.1,54.0,4.44,4.48,2.77,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7697,0.27,61.9,58.0,4.17,4.2,2.59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7698,0.58,61.4,57.1,5.36,5.38,3.3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7699,0.53,61.7,56.0,5.2,5.22,3.21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7700,0.92,61.8,59.0,6.25,6.21,3.85,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7701,1.01,61.3,57.0,6.43,6.5,3.96,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
7702,0.69,61.5,60.0,5.64,5.67,3.48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7703,1.02,58.2,60.0,6.49,6.57,3.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7704,0.56,60.9,56.0,5.32,5.35,3.25,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7705,0.73,61.3,56.0,5.79,5.82,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7706,1.51,60.4,62.0,7.42,7.32,4.45,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7707,0.36,61.6,57.0,4.56,4.59,2.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7708,0.57,63.3,56.0,5.24,5.28,3.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7709,0.32,61.7,57.0,4.36,4.39,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7710,0.91,62.4,56.0,6.2,6.24,3.88,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7711,1.54,60.3,57.0,7.49,7.56,4.54,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7712,0.3,62.3,57.0,4.26,4.31,2.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7713,0.34,61.3,57.0,4.5,4.47,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7714,1.23,60.6,59.0,6.94,6.89,4.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7715,1.21,63.3,63.0,6.67,6.72,4.24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7716,0.31,61.6,59.0,4.33,4.31,2.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7717,1.03,62.2,57.0,6.47,6.42,4.01,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7718,0.33,61.9,54.0,4.47,4.42,2.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7719,1.5,64.8,58.0,7.05,7.15,4.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7720,0.54,63.2,58.0,5.15,5.16,3.26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7721,0.71,60.4,57.0,5.78,5.81,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7722,0.9,62.9,58.0,6.11,6.02,3.82,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7723,0.31,62.4,55.0,4.34,4.31,2.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7724,0.34,62.1,55.0,4.46,4.49,2.78,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7725,1.49,59.6,63.0,7.2,7.34,4.33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7726,0.81,62.0,56.0,5.97,6.0,3.71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7727,1.22,62.8,54.0,6.78,6.75,4.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7728,1.05,59.2,60.0,6.59,6.62,3.91,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7729,1.51,61.1,57.0,7.43,7.41,4.53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7730,0.37,62.7,54.0,4.6,4.55,2.87,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7731,1.01,62.8,59.0,6.41,6.33,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7732,0.39,61.9,55.7,4.66,4.71,2.9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7733,0.3,62.6,58.0,4.31,4.28,2.69,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7734,1.01,63.1,56.0,6.34,6.4,4.02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7735,1.09,62.1,55.0,6.63,6.58,4.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7736,0.31,62.1,56.0,4.38,4.35,2.71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7737,0.5,64.6,61.0,5.05,4.95,3.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7738,0.3,63.8,56.0,4.29,4.27,2.73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7739,0.41,60.0,56.0,4.88,4.82,2.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7740,1.04,61.7,59.0,6.49,6.45,3.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7741,1.01,63.5,57.0,6.36,6.39,4.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7742,0.3,61.4,56.0,4.32,4.35,2.66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7743,1.52,61.9,57.0,7.37,7.33,4.55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7744,1.34,59.7,60.0,7.17,7.2,4.29,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7745,0.34,63.1,56.0,4.46,4.41,2.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7746,1.0,63.1,58.0,6.39,6.31,4.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7747,0.58,61.1,57.0,5.39,5.41,3.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7748,0.41,62.8,58.0,4.74,4.72,2.97,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7749,1.29,62.4,57.0,6.98,6.92,4.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7750,1.06,61.3,60.0,6.53,6.55,4.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7751,0.51,63.1,56.0,5.08,5.16,3.23,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7752,0.32,61.1,56.0,4.46,4.48,2.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7753,1.12,62.8,58.0,6.62,6.57,4.14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7754,0.56,60.0,60.0,5.48,5.42,3.11,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7755,2.3,60.6,59.0,8.4,8.37,5.08,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7756,0.79,61.2,56.0,6.02,5.95,3.66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7757,0.9,63.9,56.0,6.1,6.17,3.92,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7758,0.71,61.5,61.0,5.7,5.75,3.52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7759,0.4,61.1,59.0,4.75,4.78,2.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7760,1.0,59.2,59.0,6.49,6.55,3.86,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7761,0.56,61.0,56.0,5.31,5.35,3.25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7762,1.0,61.5,56.0,6.45,6.41,3.95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7763,0.38,62.0,54.0,4.65,4.68,2.89,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7764,0.5,63.1,61.0,5.04,4.97,3.16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7765,1.0,63.4,58.0,6.3,6.39,4.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7766,1.2,62.2,62.0,6.69,6.75,4.18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7767,1.04,61.2,57.0,6.5,6.53,3.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7768,0.41,63.4,56.0,4.73,4.76,3.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7769,1.16,62.7,56.0,6.73,6.69,4.21,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7770,0.3,62.9,58.0,4.32,4.27,2.7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7771,0.41,60.4,58.0,4.78,4.82,2.9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7772,1.01,61.8,60.0,6.36,6.4,3.94,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7773,0.71,63.0,57.0,5.63,5.7,3.57,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7774,0.39,61.3,56.0,4.68,4.71,2.88,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7775,1.12,60.5,59.0,6.72,6.76,4.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7776,0.53,62.1,56.0,5.2,5.17,3.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7777,1.5,62.9,57.0,7.24,7.28,4.57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7778,0.39,62.9,57.0,4.64,4.68,2.93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7779,1.14,61.5,55.0,6.72,6.75,4.14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7780,0.9,62.8,55.0,6.2,6.16,3.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7781,1.28,62.1,62.0,6.88,6.83,4.26,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7782,0.9,66.0,58.0,6.0,5.97,3.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7783,2.01,64.1,60.0,7.92,7.88,5.06,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
